source,target,mean_diff,p,perms,rank,q
21,14,-0.08333333333333337,0.06272882597022211,4096,193,0.15774401457719606
22,14,-0.08333333333333337,0.06272882597022211,4096,174,0.15774401457719606
0,15,0.08333333333333337,0.06272882597022211,4096,180,0.15774401457719606
1,15,0.25,0.004149377593360996,4096,1,1.0
2,15,0.16666666666666674,0.12521357090554064,4096,208,0.15713260366798212
3,15,-0.16666666666666669,0.03148645350256285,4096,97,0.1642489223948124
4,15,0.0,0.008054674151818403,4096,5,0.8151330241640224
5,15,0.08333333333333337,0.06272882597022211,4096,104,0.15774401457719606
6,15,0.16666666666666674,0.5001220405174518,4096,423,0.15713260366798212
7,15,0.08333333333333337,0.2501830607761777,4096,336,0.15713260366798212
